# ra_deg|dec_deg|mag|bv|bayer|proper_name|constellation
117.3036|-46.8577|5.82|-0.142|QS||Pup
117.3038|-60.2837|5.78|0.428|||
117.3096|-46.3732|4.10|-0.160|P||Pup
117.3110|-35.2433|5.94|-0.051|V0397||Pup
117.3236|-24.8598|3.34|1.218|ξ|Azmidi|Pup
117.3975|-33.2889|5.61|1.617|||
117.4208|-66.1960|5.78|-0.040|||
117.4217|-17.2284|5.17|1.282|||Pup
117.5441|-9.1834|5.60|1.446|||
117.5993|-50.5095|5.89|1.088|||
117.9250|1.7669|5.12|-0.116|ζ||CMi
117.9293|-21.1737|5.62|0.956|||
117.9429|-13.8980|5.16|0.600|||Pup
118.0543|-40.5758|3.71|1.012|a||Pup
118.0653|-34.7054|5.01|0.470|||Pup
118.0787|-14.8462|5.69|0.368|||Pup
118.1239|-54.3672|5.70|-0.151|V0372||Car
118.1610|-38.8628|4.49|-0.188|b||Pup
118.1994|-5.4283|5.76|0.412|||
118.2646|-36.3638|5.44|1.161|||
118.2651|-49.6130|4.63|-0.228|||
118.3257|-48.1029|4.22|-0.130|J||Pup
118.3742|26.7658|4.97|0.098|φ||Gem
118.5459|-35.8773|5.48|-0.175|||
118.6779|47.5646|5.47|1.462|||Lyn
118.7222|-57.3028|5.62|1.298|||
118.8810|8.8628|5.86|0.369|||
118.9162|19.8840|5.38|-0.035|||Gem
119.0777|-60.5264|5.74|1.554|||
119.1946|-52.9824|3.46|-0.177|χ||Car
119.2147|-22.8801|4.20|0.718|j||Pup
119.2408|-43.5004|5.36|-0.166|||
119.2477|15.7903|5.80|1.285|||Cnc
119.3268|-44.1099|5.08|-0.166|N||Pup
119.4171|-30.3346|4.76|0.151|χ||Pup
119.4455|-60.3031|5.59|0.573|GJ294A||
119.4655|-45.5777|5.14|1.263|O||Pup
119.5602|-49.2449|4.47|-0.180|V||Pup
119.5861|2.2248|5.30|0.933|||CMi
119.7106|-60.8245|5.77|-0.082|V0374||Car
119.7575|-45.2158|5.98|-0.143|||
119.7738|-23.3104|5.09|1.111|||Pup
119.8682|-39.2969|5.22|0.400|||
119.9064|-60.5871|5.19|1.758|V0460||Car
119.9340|-3.6796|4.93|1.205|||Mon
119.9669|-18.3992|4.61|0.087|||
120.0489|73.9179|5.37|1.424|||
120.0832|-63.5675|4.81|-0.173|D||Car
120.1971|17.3087|5.60|1.317|||Cnc
120.2081|-54.1513|5.87|-0.134|||
120.2328|25.3928|5.87|1.021|ω||Cnc
120.3056|-1.3926|4.69|1.475|||Mon
120.3079|4.8798|5.65|0.013|||
120.3366|59.0474|5.78|0.421|||
120.3762|16.4553|5.99|-0.024|||Cnc
120.4064|-37.2837|5.90|0.147|||
120.5664|2.3346|4.39|1.252|G||CMi
120.6866|-41.3098|5.52|-0.152|V0336||Pup
120.7673|-32.4635|5.83|1.225|||
120.8795|27.7943|4.94|1.130|χ||Gem
120.8960|-40.0031|2.21|-0.269|ζ|Naos|Pup
121.0675|-32.6748|5.25|1.882|MZ||Pup
121.1767|-50.5904|5.96|1.213|||
121.1961|79.4796|5.39|-0.040|||
121.2655|-53.1079|5.52|1.347|||
121.2687|13.1182|5.14|0.018|||Cnc
121.5766|22.6355|5.96|1.652|||Cnc
121.6681|-45.2660|5.04|1.488|||
121.8252|-20.5543|5.33|0.100|||
121.8860|-24.3043|2.83|0.458|ρ|Tureis|Pup
121.9411|21.5818|5.30|0.642|μ||Cnc
121.9825|-68.6171|4.35|-0.113|ε||Vol
122.1144|51.5067|4.78|0.048|||Lyn
122.1485|-2.9838|4.36|0.970|ζ||Mon
122.2528|-61.3024|4.74|0.437|B||Car
122.2568|-19.2450|4.40|-0.160|||Pup
122.2896|-48.6844|5.66|-0.101|NN||Vel
122.3689|-16.2489|5.66|-0.153|||
122.3831|-47.3366|1.75|-0.145|γ2|Regor|Vel
122.3901|-56.0854|5.66|0.204|||
122.3996|-44.1228|5.20|-0.173|||
122.4298|-47.9372|5.23|-0.199|IS||Vel
122.5157|58.2482|5.91|1.365|||
122.6133|25.5073|5.73|0.825|ψ||Cnc
122.6659|-13.7992|5.53|0.488|||Pup
122.7950|-48.4620|5.83|-0.146|||
122.8179|-12.9270|4.72|0.939|||Pup
122.8396|-39.6185|4.44|1.590|h1||Pup
122.8579|-42.9873|4.73|0.164|||
122.8875|-7.7725|5.36|0.892|||
122.9999|-46.6444|5.77|0.626|AH||Vel
123.0530|17.6478|4.67|0.531|ζ1|Tegmine|Cnc
123.1283|-46.2643|6.00|-0.113|||
123.2033|68.4741|5.34|1.037|||Cam
123.2869|29.6565|5.62|-0.073|||Cnc
123.3332|-15.7882|4.99|1.066|||Pup
123.3730|-35.8995|4.78|-0.110|r||Pup
123.3927|-50.1961|5.52|1.651|||Vel
123.4006|-46.9916|5.14|-0.139|NO||Vel
123.4591|56.4522|5.88|1.016|||
123.4930|-36.3223|5.09|-0.184|OS||Pup
123.5122|-40.3479|4.42|1.170|h2||Pup
123.5552|-35.4900|5.77|1.024|||
123.5995|-45.8345|5.86|-0.176|||
123.8163|-62.9156|5.16|0.086|C||Car
124.1288|9.1855|3.53|1.481|β|Tarf|Cnc
124.4601|59.5711|5.63|0.182|||Lyn
124.5725|-35.4517|5.59|1.246|||
124.5784|-65.6132|5.06|1.129|||
124.5998|-12.6322|5.95|0.754|GJ302||
124.6315|-76.9197|4.05|0.413|α||Cha
124.6388|-36.6593|4.44|0.222|q||Pup
124.8215|62.5072|5.73|0.891|||Cam
124.8845|75.7569|5.55|0.902|||
124.9540|-71.5149|5.33|-0.063|κ1||Vol
125.0022|-71.5054|5.63|-0.099|κ2||Vol
125.0161|27.2177|5.13|0.487|χ||Cnc
125.0874|20.7477|5.80|1.137|||
125.1086|57.7433|5.89|0.421|||Lyn
125.1339|24.0223|5.92|-0.039|λ|Piautos|Cnc
125.1606|-77.4845|4.34|1.161|θ||Cha
125.1680|72.4072|6.00|1.537|||
125.3004|-57.9732|5.96|-0.092|||
125.3377|-36.4842|5.18|-0.187|||
125.3384|-20.0791|5.58|0.771|||
125.3459|-33.0544|4.83|1.419|w||Pup
125.4775|-17.5863|5.71|1.050|||
125.5186|-73.4000|5.28|0.014|η||Vol
125.6285|-59.5095|1.86|1.196|ε|Avior|Car
125.6321|-48.4904|4.79|-0.146|B||Vel
125.7081|-26.3482|5.88|0.379|||
125.7088|43.1881|4.25|1.550||Alsciaukat|Lyn
125.7254|-7.5431|5.92|1.635|||
125.7298|-52.1237|5.89|0.018|||
125.8410|18.3322|5.94|0.175|d1||Cnc
125.9521|53.2197|5.52|0.125|||
126.0826|-80.9142|5.67|1.018|||
126.1459|-3.7512|5.61|0.478|||Hya
126.2299|-23.1537|5.67|0.066|||
126.2384|-42.7698|5.97|-0.159|V0438||Pup
126.2656|-24.0462|5.32|1.476|||
126.3805|-51.7274|5.18|-0.164|||
126.3981|2.1022|5.74|1.528|||
126.4151|-3.9064|3.91|-0.012|C||Hya
126.4341|-66.1369|3.77|1.132|β||Vol
126.4650|-64.6006|5.95|0.971|||
126.4663|-42.1531|5.45|-0.142|||
126.4782|7.5645|5.13|0.934|||
126.4816|-14.9297|5.96|0.167|||
126.6134|-3.9875|5.60|0.218|||Hya
126.6154|27.8936|5.58|1.421|φ1||Cnc
126.6748|-12.5346|5.52|1.167|||
126.6831|12.6546|5.56|1.608|||Cnc
126.8198|-70.0935|5.51|-0.024|||
126.9024|-53.0885|5.08|0.256|F||Vel
126.9976|-35.1138|5.75|-0.151|XY||Pyx
127.1556|14.2108|5.94|0.201|||Cnc
127.2698|-47.9289|5.33|-0.140|A||Vel
127.2815|-44.1604|5.82|-0.160|||
127.3645|-44.7248|5.03|-0.168|||
127.4401|-46.3317|5.98|-0.127|||
127.4425|67.2974|5.89|0.972|||
127.5661|60.7182|3.35|0.856|ο|Muscida|UMa
127.6192|-32.1593|5.61|1.509|||
127.8772|24.0811|5.71|0.327|υ1||Cnc
127.8788|-19.5775|5.42|-0.061|||
127.8989|18.0944|5.33|1.567|θ||Cnc
128.0207|-53.2119|5.68|0.582|||
128.1771|20.4412|5.33|1.252|η||Cnc
128.2291|38.0164|5.88|1.106|||
128.4101|-38.8488|5.92|-0.114|||
128.4312|4.7570|5.89|1.066|||
128.5067|-2.1516|5.80|0.007|||
128.6505|65.1452|5.47|0.207|A||UMa
128.6817|-49.9442|5.01|1.304|C||Vel
128.6829|36.4196|5.76|0.051|||Lyn
128.8148|-58.2247|5.27|-0.133|e1||Car
128.8321|-58.0092|4.84|0.981|e2||Car
128.8675|-7.9823|5.72|-0.004|||Hya
128.8696|-26.8435|5.95|0.393|||
128.9624|6.6202|5.91|0.530|GJ310.1A||
128.9668|-50.9697|5.79|-0.132|E||Vel
129.2740|9.6556|5.92|0.083|c||Cnc
129.3285|-62.8535|5.45|1.013|||
129.4110|-42.9891|4.11|0.109|e||Vel
129.4140|5.7038|4.14|0.003|δ|Minazal|Hya
129.4673|-26.2550|5.24|-0.030|η||Pyx
129.5791|32.8020|5.96|1.111|||
129.5924|53.4015|5.66|0.964|||
129.6893|3.3414|4.45|1.216|σ|Minchir|Hya
129.7715|-70.3867|5.19|0.013|θ||Vol
129.7829|-22.6619|5.05|0.720|GJ314A||
129.7988|65.0209|5.63|0.618|π1|Muscida|UMa
129.8234|52.7116|5.91|1.167|||
129.8493|-53.4398|5.45|-0.132|HW||Vel
129.9270|-29.5611|4.86|0.900|ζ||Pyx
129.9900|-53.0547|5.18|-0.147|NZ||Vel
130.0061|-12.4754|4.98|1.415|a||Hya
130.0256|-35.3084|3.97|0.936|β||Pyx
130.0534|64.3279|4.59|1.179|π2|Museida|UMa
130.0728|-53.0154|5.56|-0.125|||
130.0733|-52.9219|3.60|-0.168|ο||Vel
130.0799|-40.2639|5.20|-0.027|NY||Vel
130.1469|-45.1911|5.67|1.664|||
130.1543|-59.7610|4.31|-0.117|d||Car
130.1565|-46.6487|3.77|0.670|b||Vel
130.2545|45.8340|5.35|0.993|||Lyn
130.2722|-48.9227|5.90|-0.186|||
130.3047|-47.3171|4.74|0.137|n||Vel
130.3313|-78.9634|5.46|-0.101|η||Cha
130.4306|-15.9434|4.87|1.063|||Hya
130.4871|-45.4107|5.20|0.171|LN||Vel
130.5675|-48.0991|5.48|-0.172|HX||Vel
130.5791|-53.1001|5.49|-0.127|KT||Vel
130.6058|-53.1140|4.83|-0.173|HY||Vel
130.8014|12.6809|5.62|0.435|A1||Cnc
130.8061|3.3987|4.30|-0.192|η||Hya
130.8214|21.4685|4.66|0.010|γ|Asellus Borealis|Cnc
130.8981|-33.1864|3.68|-0.180|α||Pyx
130.9178|-49.8228|5.15|-0.197|D||Vel
130.9182|-7.2337|4.63|0.840|F||Hya
131.0998|-42.6493|4.05|0.874|d||Vel
131.1712|18.1543|3.94|1.083|δ|Asellus Australis|Cnc
131.1759|-54.7088|1.93|0.043|δ|Alsephina|Vel
131.1877|10.0817|5.63|-0.069|b||Cnc
131.2164|-37.1472|5.74|-0.139|||
131.4798|-79.5044|5.79|1.595|||
131.5069|-46.0415|3.87|0.015|a||Vel
131.5103|-2.0487|5.70|1.097|||
131.5939|-13.5477|4.32|0.900|D||Hya
131.6273|-45.9125|5.43|0.238|OP||Vel
131.6743|28.7599|4.03|1.007|ι|Zubanah|Cnc
131.6773|-56.7698|4.50|-0.169|f||Car
131.6938|6.4188|3.38|0.685|ε|Ashlesha|Hya
131.7334|12.1100|5.89|0.120|A2||Cnc
131.8124|-1.8970|5.28|0.058|||
131.8285|-46.1554|5.71|0.554|||
132.1082|5.8378|4.35|-0.044|ρ||Hya
132.3405|-3.4430|5.30|-0.080|||Hya
132.4132|-40.3202|5.47|0.066|h||Vel
132.4485|-45.3079|4.94|0.043|g||Vel
132.4646|-32.7805|5.19|0.876|||
132.5093|-29.4630|5.86|0.948|||
132.5876|-42.0898|6.00|-0.114|||
132.6330|-27.7098|4.02|1.272|γ||Pyx
132.6394|-46.5292|5.09|-0.205|f||Vel
132.6451|-66.7930|5.34|0.423|||
132.8934|-7.1772|5.55|0.150|||Hya
132.9021|-57.6336|5.59|-0.102|||
132.9868|43.7266|5.15|0.971|||Lyn
133.0418|42.0027|5.98|1.251|||
133.0490|45.3128|5.96|1.233|||
133.1443|32.4742|5.67|0.224|σ1||Cnc
133.1492|28.3308|5.96|0.869|ρ1|Copernicus|Cnc
133.1609|-48.3591|5.92|-0.148|||
133.2001|-38.7241|5.79|1.508|||
133.3440|61.9623|5.72|0.305|b||UMa
133.4527|-60.3539|5.78|-0.088|||
133.4608|-47.5208|5.31|0.275|||
133.5614|30.5791|5.40|1.050|||Cnc
133.7618|-60.6446|3.84|-0.104|c||Car
133.7991|-54.9658|5.70|0.481|HD 76653||
133.8018|-18.2412|5.75|1.327|||
133.8484|5.9456|3.11|0.978|ζ||Hya
133.8815|-27.6819|4.87|0.142|δ||Pyx
133.9153|27.9275|5.23|1.000|ρ2||Cnc
133.9815|11.6260|5.44|1.462|||Cnc
134.0803|-52.7235|4.68|-0.115|H||Vel
134.1271|40.2015|5.90|0.378|||
134.1422|-16.7087|5.95|1.544|||
134.1560|64.6038|5.57|0.877|||UMa
134.1708|-85.6632|5.43|0.306|ζ||Oct
134.2081|45.6316|5.72|1.125|||
134.2358|32.9104|5.44|0.181|σ2||Cnc
134.2434|-59.2293|4.93|-0.182|b1||Car
134.3123|15.3228|5.22|0.149|ο1||Cnc
134.3967|15.5813|5.68|0.209|ο2||Cnc
134.4815|-48.5729|5.88|1.060|||
134.6218|11.8577|4.26|0.141|α|Acubens|Cnc
134.6831|-16.1327|5.80|0.521|HD 76932||
134.7181|-47.2347|5.17|0.268|FZ||Vel
134.8019|48.0418|3.12|0.223|ι|Talitha|UMa
134.8508|-59.0837|5.17|0.417|b2||Car
134.8861|32.4186|5.23|0.913|σ3||Cnc
135.0225|-41.2536|4.45|0.646|w||Vel
135.1599|41.7829|3.96|0.463|||UMa
135.1906|-60.9638|5.80|1.211|||
135.2855|-68.6839|5.89|1.634|||
135.3369|-41.8643|5.56|-0.135|IZ||Vel
135.3505|32.2523|5.89|0.088|||Cnc
135.4357|-52.1887|5.23|-0.120|OY||Vel
135.4916|-0.4827|5.64|1.163|||
135.6116|-66.3961|4.00|0.145|α||Vol
135.6362|67.6296|4.74|1.542|ρ||UMa
135.6844|24.4529|5.45|-0.041|ν||Cnc
135.6867|7.2983|5.85|1.100|||
135.9064|47.1565|3.57|0.007|κ|Alkaphrah|UMa
136.0017|54.2839|5.74|0.034|||
136.0387|-47.0977|3.75|1.174|c||Vel
136.2867|-72.6027|4.47|0.607|G||Car
136.3504|48.5303|5.48|0.475|||
136.4099|-70.5385|4.66|-0.149|E||Car
136.4932|5.0923|4.99|1.189|ω||Hya
136.6324|38.4522|4.56|1.037|||
136.9367|10.6682|5.23|-0.092|κ||Cnc
136.9990|-43.4326|2.23|1.665|λ|Suhail|Vel
137.0002|29.6542|5.42|0.888|τ||Cnc
137.0120|-25.8585|4.62|1.594|κ||Pyx
137.0979|66.8732|5.15|1.514|σ1||UMa
137.1757|-8.5895|5.60|-0.057|||Hya
137.1972|26.6291|5.95|0.654|||Cnc
137.2128|33.8822|5.95|0.585|GJ334.2||
137.2177|51.6046|4.46|0.288|f|Alhaud|UMa
137.2675|-18.3285|5.73|0.000|||
137.2980|-12.3577|5.76|0.937|||
137.3397|22.0454|5.16|0.970|ξ|Nahn|Cnc
137.3982|-8.7876|5.47|1.002|||Hya
137.4850|-30.3654|5.59|0.179|ε||Pyx
137.5981|67.1340|4.80|0.489|σ2||UMa
137.7294|63.5136|4.67|0.381|τ||UMa
137.7420|-58.9669|3.43|-0.190|a||Car
137.7683|-44.8679|4.99|0.222|GX||Vel
137.8197|-62.3170|3.96|-0.180|i||Car
137.8891|-46.5839|5.78|-0.218|||
137.9947|-19.7476|5.72|0.977|||
138.1272|-43.6133|5.56|-0.107|KL||Vel
138.2318|-59.4139|5.54|0.846|||
138.2999|-69.7172|1.67|0.070|β|Miaplacidus|Car
138.3936|-47.3384|5.92|-0.051|||
138.4509|43.2178|5.30|-0.130|||Lyn
138.5342|-44.1458|5.85|-0.113|||
138.5750|-55.5696|5.26|0.980|||
138.5856|61.4233|5.18|0.605|c||UMa
138.5911|2.3143|3.89|-0.060|θ||Hya
138.6020|-43.2275|5.24|-0.137|z||Vel
138.7382|-37.6024|5.85|0.827|k1||Vel
138.8077|14.9415|5.36|1.319|π||Cnc
138.8094|34.6335|5.98|0.839|||
138.9030|-38.5699|4.92|1.084|l||Vel
138.9378|-37.4131|4.63|0.473|k|Markeb|Vel
138.9574|56.7414|5.28|1.568|||UMa
138.9691|72.9463|5.93|0.179|||
139.0472|54.0219|4.80|0.199|e||UMa
139.0503|-57.5415|4.34|1.602|g||Car
139.0960|-44.2657|5.12|1.636|||
139.1724|-8.7448|5.49|-0.081|||Hya
139.1739|-6.3531|5.24|1.172|||Hya
139.2378|-39.4015|5.31|1.166|||
139.2725|-59.2752|2.21|0.189|ι|Aspidiske|Car
139.2822|-14.5741|5.83|1.049|||
139.3218|-68.6896|5.38|0.415|GJ340.1A||
139.3549|-74.8943|5.28|0.021|||
139.3649|-74.7346|5.86|-0.024|||
139.3799|46.8172|5.96|0.063|||
139.5245|-51.0509|5.26|-0.062|K||Vel
139.6080|35.3641|5.94|0.177|||
139.6765|-51.5607|5.83|0.474|LR||Vel
139.7110|36.8026|3.82|0.066|||Lyn
139.8881|-15.8347|5.79|1.285|||
139.9433|-11.9749|4.77|0.927|||Hya
140.1209|-9.5557|4.80|0.913|P||Hya
140.2367|-62.4046|4.79|0.926|k||Car
140.2638|34.3926|3.14|1.550|α||Lyn
140.3733|-25.9654|4.71|1.633|θ||Pyx
140.4304|56.6992|5.79|1.511|CG||UMa
140.4585|-55.5147|5.61|0.190|||
140.4624|-42.1949|5.56|1.637|||
140.5284|-55.0107|2.47|-0.141|κ|Markeb|Vel
140.6000|-46.0474|5.74|0.903|||
140.8010|-28.8339|4.71|0.892|λ||Pyx
141.0229|-61.6489|5.99|1.060|||
141.0384|-80.7869|5.34|0.454|ι||Cha
141.1636|26.1823|4.47|1.222|κ|Al Minlear al Asad|Leo
141.3501|-5.1174|5.60|1.523|||Hya
141.3635|-61.9505|5.77|0.137|||
141.5748|-53.3789|5.09|-0.102|I||Vel
141.7763|-71.6019|5.46|1.079|||
141.8267|-22.3438|4.72|1.154|G||Hya
141.8968|-8.6586|1.99|1.440|α|Alphard|Hya
141.9449|-6.0712|5.38|0.642|GJ344A||
142.1142|9.0568|5.40|0.605|ω||Leo
142.1216|8.1883|5.72|1.045|||Leo
142.1273|-66.7019|5.90|0.012|||
142.1666|45.6015|5.40|0.993||Intercrus|Lyn
142.1963|-62.2731|5.91|1.102|||
142.2871|-2.7690|4.59|0.411|τ1|Ukdah|Hya
142.3027|-20.7491|5.66|1.587|||
142.3113|-35.9513|4.51|1.408|ε||Ant
142.4771|-26.5896|5.49|1.345|||
142.5213|-51.5172|5.45|-0.078|||
142.5937|-15.5774|5.86|1.193|||
142.5976|-58.3618|5.88|1.676|V0482||Car
142.6750|-40.4668|3.60|0.371|ψ||Vel
142.6801|33.6557|5.87|1.032|||LMi
142.6921|-31.8892|5.75|0.066|ζ1||Ant
142.8055|-57.0344|3.16|1.538|N||Vel
142.8821|63.0619|3.65|0.360|h||UMa
142.8840|-31.8718|5.91|0.258|ζ2||Ant
142.8850|35.1033|5.39|1.543|||LMi
142.8877|-35.7148|5.86|1.287|||
142.9011|-73.0809|5.46|1.556|H||Car
142.9301|22.9680|4.32|1.541|λ|Alterf|Leo
142.9864|11.2998|4.99|1.046|ξ||Leo
142.9899|9.7158|5.07|1.364|h||Leo
142.9955|-1.1847|4.54|0.109|τ2||Hya
143.0803|-40.6493|5.35|0.897|||
143.0850|-19.4003|5.74|0.135|||
143.2143|51.6773|3.17|0.475|θ||UMa
143.2324|-13.5168|5.95|1.501|||
143.3019|-21.1157|5.02|1.023|GJ355.2||
143.3585|-22.8639|5.92|0.023|||
143.4356|-49.0051|5.12|-0.114|||
143.4724|-80.9413|5.07|-0.139|ζ||Cha
143.5366|-51.2553|5.01|-0.180|L||Vel
143.5558|36.3976|4.54|0.914|||LMi
143.6110|-59.2298|4.08|-0.013|h||Car
143.6202|69.8303|4.54|0.781|d||UMa
143.6360|-5.9149|5.56|1.159|A||Hya
143.7060|52.0515|4.47|0.027|||UMa
143.7230|72.2057|5.77|0.530|||UMa
143.7660|39.6215|4.81|0.992|||
143.9146|35.8101|5.40|0.770|||LMi
144.1786|31.1617|5.57|1.594|||
144.2064|-49.3550|4.34|0.173|M||Vel
144.2509|-25.2968|5.68|1.116|||
144.2608|16.4380|5.73|1.223|||Leo
144.2720|81.3264|4.28|1.488|||
144.2912|-32.1786|5.62|1.023|||
144.3027|-53.6685|5.44|0.137|||
144.3028|6.8358|5.00|1.051|||Leo
144.3683|-36.0960|5.96|1.118|||
144.5061|-43.1909|5.51|0.985|y||Vel
144.5907|40.2398|5.28|0.223|||Lyn
144.6137|4.6493|4.68|1.310|||Sex
144.8375|-61.3281|4.51|-0.070|m||Car
144.8661|67.2722|5.96|1.528|||
144.9640|-1.1428|3.90|1.313|ι|Ukdah|Hya
145.0765|-14.3323|5.07|-0.149|κ|Al Sharasif|Hya
145.1773|-57.9836|5.30|0.195|||
145.2591|-57.2595|5.80|1.083|||
145.2876|9.8923|3.52|0.516|ο|Subra|Leo
145.3209|-23.5915|4.76|-0.117|I||Hya
145.3963|31.2778|5.90|1.579|||
145.4497|-55.2138|5.99|-0.119|||
145.5014|39.7579|5.61|0.951|||Lyn
145.5601|-23.9156|4.93|0.534|GJ364||
145.5618|69.2375|5.72|1.131|||
145.7383|72.2526|5.15|1.029|||UMa
145.8886|29.9745|5.64|0.111|f||Leo
145.9260|-53.8913|5.56|-0.042|O||Vel
145.9329|14.0217|5.36|1.610|ψ||Leo
146.0504|-27.7695|4.78|0.516|θ||Ant
146.3117|-62.5079|3.69|1.010|l||Car
146.4628|23.7743|2.97|0.808|ε|Algenubi|Leo
146.5419|6.7086|5.80|1.639|||
146.5860|-76.7761|5.43|0.901|ν||Cha
146.5972|11.8100|5.67|1.489|||Leo
146.5984|1.7856|5.65|0.342|||
146.6265|-44.7551|5.58|-0.176|||
146.6319|57.1281|5.09|1.594|||UMa
146.7755|-65.0720|2.92|0.273|υ||Car
147.1474|46.0210|5.08|0.619|||LMi
147.3670|-37.1868|5.95|1.245|||
147.4881|-45.7327|5.09|-0.098|u||Vel
147.6747|-46.9339|5.72|1.085|||
147.7316|-62.7451|5.56|1.316|||
147.7473|59.0387|3.78|0.291|υ||UMa
147.8003|-59.4258|5.79|1.354|||
147.8322|-46.1939|5.62|1.166|||
147.8696|-14.8466|4.11|0.918|υ1|Zhang|Hya
147.9194|-46.5476|4.58|1.172|m||Vel
147.9710|24.3954|5.29|0.229|g||Leo
148.0265|54.0643|4.55|0.038|φ||UMa
148.1268|-8.1050|5.07|0.038|γ||Sex
148.1909|26.0070|3.88|1.222|μ|Rasalas|Leo
148.4289|5.9586|5.90|1.662|||
148.4587|-51.1467|5.95|-0.152|V0335||Vel
148.5513|-25.9323|4.87|1.199|||
148.5736|-45.2835|5.72|-0.114|||
148.7135|-50.2440|5.71|0.006|||
148.7175|-19.0094|4.94|1.559|HD 85951|Felis|
148.9292|49.8198|5.27|0.086|||UMa
149.1082|8.9332|5.85|1.129|||
149.1479|-33.4185|5.83|1.202|||
149.2156|-54.5678|3.52|-0.067|φ||Vel
149.3067|57.4182|5.97|0.895|||
149.4211|41.0556|5.11|0.481|||LMi
149.5557|12.4448|5.26|-0.035|ν||Leo
149.5949|72.8795|5.86|1.155|||
149.7178|-35.8910|5.23|0.300|η||Ant
149.9009|29.6452|5.75|1.059|||
149.9654|56.8118|5.50|1.487|||
150.0534|8.0442|4.68|1.589|π||Leo
150.1825|-82.2147|5.53|0.035|μ||Cha
150.2527|31.9237|5.37|0.676|||LMi
150.5004|-60.4209|5.93|0.263|||
150.7040|21.9493|5.68|-0.178|||
151.0873|-24.2855|5.70|0.303|||
151.1513|53.8917|5.71|0.507|||
151.2811|-13.0646|4.60|-0.087|υ2||Hya
151.5467|-47.3700|5.06|0.880|||
151.7896|-17.1417|5.59|1.490|||
151.8331|16.7627|3.48|-0.031|η|Al Jabhah|Leo
151.8573|35.2447|4.49|0.190|||LMi
151.9761|9.9975|4.39|1.448|A||Leo
151.9845|-0.3716|4.48|-0.032|α||Sex
152.0930|11.9672|1.36|-0.087|α|Regulus|Leo
152.1781|-65.8154|5.26|0.973|||
152.2343|-51.8113|4.85|-0.120|Q||Vel
152.3757|-68.6828|5.80|0.015|||
152.5245|-12.8159|5.30|0.368|||
152.5314|-8.4082|5.91|0.026|||Sex
152.6470|-12.3541|3.61|1.007|λ||Hya
152.6572|-41.7152|5.98|1.239|||
152.7328|-8.4185|5.64|1.304|||Sex
152.8032|37.4019|5.86|1.282|||
152.9436|-58.0605|5.70|-0.118|QY||Car
153.2015|4.6147|5.77|1.178|||Sex
153.3452|-51.2330|5.27|0.257|LW||Vel
153.3666|-51.7558|5.78|0.136|||
153.3776|-66.3728|5.15|0.217|M||Car
153.4342|-70.0379|3.29|-0.074|ω||Car
153.4413|-40.3461|5.91|1.204|||
153.6840|-42.1219|3.85|0.051|q||Vel
153.8815|-43.1124|5.59|1.520|||
154.0601|29.3105|5.49|0.020|||LMi
154.1345|23.5031|5.95|0.655|||Leo
154.1697|13.7283|5.42|1.650|||Leo
154.1726|23.4173|3.43|0.307|ζ|Adhafera|Leo
154.1740|25.3707|5.84|1.206|||
154.2707|-61.3323|3.39|1.541|q||Car
154.2741|42.9144|3.45|0.029|λ|Tania Borealis|UMa
154.3106|23.1062|5.81|0.500|||Leo
154.4075|-8.0689|5.25|0.336|ε||Sex
154.5084|65.1084|5.74|0.163|||UMa
154.5316|-28.9920|5.52|0.277|AG||Ant
154.6177|-41.6685|5.97|-0.063|||
154.6580|-56.1104|5.80|0.481|||
154.7711|-64.6763|5.66|0.042|||
154.8616|48.3968|6.00|1.022|||
154.9031|-55.0293|4.59|1.600|GZ||Vel
154.9340|19.4709|4.78|0.452|||Leo
154.9931|19.8415|2.01|1.128|γ1|Algieba|Leo
155.0696|-47.6991|5.66|1.667|||
155.2283|-56.0432|4.50|-0.102|J||Vel
155.2639|68.7477|5.88|0.241|EN||UMa
155.5440|41.2295|5.73|0.531|Wo9326||
155.5816|-41.6500|4.82|1.095|r||Vel
155.5823|41.4995|3.06|1.603|μ|Tania Australis|UMa
155.7423|-66.9015|4.97|-0.128|L||Car
155.7764|33.9081|5.89|0.147|||LMi
155.8603|-4.0740|5.93|-0.048|||Sex
155.8721|-38.0098|5.34|0.251|||
156.0327|65.5664|4.94|-0.052|ET||UMa
156.0358|33.7185|5.52|1.186|||LMi
156.0988|-74.0316|3.99|0.369|I||Car
156.2476|-58.5763|5.93|0.315|||
156.3133|8.7848|5.61|1.630|||Leo
156.4345|-7.0598|5.60|1.528|||
156.4784|33.7961|4.72|0.260|||LMi
156.5226|-16.8363|3.83|1.456|μ||Hya
156.7038|-54.8773|5.58|1.556|||
156.7879|-31.0678|4.28|1.429|α||Ant
156.8520|-57.6388|4.65|0.474|P||Car
156.8553|-65.7047|6.00|0.091|||
156.8668|41.6010|6.00|0.166|||
156.9697|-58.7394|3.81|0.317|s||Car
156.9708|36.7072|4.20|0.908|β||LMi
157.2191|-64.1723|5.27|1.856|||
157.3696|-2.7391|5.19|-0.050|δ||Sex
157.3707|-29.6638|5.58|1.420|||
157.3974|-30.6071|5.57|-0.041|δ||Ant
157.4228|84.2520|5.52|0.244|||
157.5269|38.9251|5.79|0.087|||LMi
157.5728|-0.6370|5.08|-0.138|β||Sex
157.5839|-71.9928|4.72|0.042|K||Car
